"","group","year","var","estimate","MOE","growth_per_base2013","statsig_90per_value","statsig_90per","statsig_95per_value","statsig_95per"
"2986","Los Angeles County",2016,"hhs_same1yr_owner_per",45.627524256367,0.294489458717998,-2.65333204462332,-6.47916070475167,"nonsignificant",-7.71985105247008,"nonsignificant"
"2987","Los Angeles County",2017,"hhs_same1yr_owner_per",45.8699485296411,0.284821053208425,-2.13611802481067,-4.59545750067615,"nonsignificant",-5.47543872420988,"nonsignificant"
"2988","Los Angeles County",2018,"hhs_same1yr_owner_per",45.9428867726474,0.25814314719207,-1.98050373192708,-3.99534853030872,"nonsignificant",-4.76041527015508,"nonsignificant"
"2989","Los Angeles County",2013,"hhs_same1yr_renter_per",40.2202379396299,0.230908653942869,0,NA,NA,NA,NA
"2990","Los Angeles County",2014,"hhs_same1yr_renter_per",41.0189343380079,0.246802695370732,1.98580724354935,8.69244248152257,"significant",10.3569527439418,"significant"
"2991","Los Angeles County",2015,"hhs_same1yr_renter_per",41.9797226714646,0.265635078668123,4.37462536764618,13.0022767580574,"significant",15.4920744351322,"significant"
"2992","Los Angeles County",2016,"hhs_same1yr_renter_per",42.9344276382317,0.267328615120876,6.74831835325224,16.3174419512326,"significant",19.4420584950856,"significant"
"2993","Los Angeles County",2017,"hhs_same1yr_renter_per",43.3625901617893,0.283609897606662,7.81286333232549,15.8024122766481,"significant",18.8284061168573,"significant"
"2994","Los Angeles County",2018,"hhs_same1yr_renter_per",43.8858237247782,0.249008112309454,9.11378443521462,17.7561878256246,"significant",21.1563088986165,"significant"
"2995","Los Angeles County",2013,"hhs_same1yr_75kminus_per",75.8955591570738,NA,0,NA,NA,NA,NA
